,tahun,jenis_api,Nilai Produksi,Jumlah Hari,Tanggal Berangkat,Tanggal Kedatangan,nama_ikan_id,berat
340345,2021,Jaring insang berlapis,739800,2,2021-12-05T00:00:00.000,2021-12-06T00:00:00.000,Kembung Perempuan [RAB],411
340357,2021,Jaring insang berlapis,417600,2,2021-12-06T00:00:00.000,2021-12-07T00:00:00.000,Kembung Perempuan [RAB],232
340381,2021,Jaring insang berlapis,568800,2,2021-12-07T00:00:00.000,2021-12-08T00:00:00.000,Kembung Perempuan [RAB],316
340425,2021,Jaring insang berlapis,756000,2,2021-12-09T00:00:00.000,2021-12-10T00:00:00.000,Kembung Perempuan [RAB],42
340475,2021,Jaring insang berlapis,531000,2,2021-12-11T00:00:00.000,2021-12-12T00:00:00.000,Kembung Perempuan [RAB],295
340522,2021,Jaring insang berlapis,1366200,2,2021-12-12T00:00:00.000,2021-12-13T00:00:00.000,Kembung Perempuan [RAB],759
340523,2021,Jaring insang berlapis,1623600,2,2021-12-12T00:00:00.000,2021-12-13T00:00:00.000,Kembung Perempuan [RAB],902
340551,2021,Jaring insang berlapis,1245600,2,2021-12-13T00:00:00.000,2021-12-14T00:00:00.000,Kembung Perempuan [RAB],692
340552,2021,Jaring insang berlapis,1515600,2,2021-12-13T00:00:00.000,2021-12-14T00:00:00.000,Kembung Perempuan [RAB],842
340593,2021,Jaring insang berlapis,1027800,2,2021-12-14T00:00:00.000,2021-12-15T00:00:00.000,Kembung Perempuan [RAB],571
340594,2021,Jaring insang berlapis,1299600,2,2021-12-14T00:00:00.000,2021-12-15T00:00:00.000,Kembung Perempuan [RAB],722
340624,2021,Jaring insang berlapis,1407600,2,2021-12-15T00:00:00.000,2021-12-16T00:00:00.000,Kembung Perempuan [RAB],782
340625,2021,Jaring insang berlapis,1785600,2,2021-12-15T00:00:00.000,2021-12-16T00:00:00.000,Kembung Perempuan [RAB],992
340639,2021,Jaring insang berlapis,1677600,2,2021-12-16T00:00:00.000,2021-12-17T00:00:00.000,Kembung Perempuan [RAB],932
340640,2021,Jaring insang berlapis,1758600,2,2021-12-16T00:00:00.000,2021-12-17T00:00:00.000,Kembung Perempuan [RAB],977
340659,2021,Jaring insang berlapis,865800,2,2021-12-17T00:00:00.000,2021-12-18T00:00:00.000,Kembung Perempuan [RAB],481
340661,2021,Jaring insang berlapis,1407600,2,2021-12-17T00:00:00.000,2021-12-18T00:00:00.000,Kembung Perempuan [RAB],782
340683,2021,Jaring insang berlapis,1164600,2,2021-12-18T00:00:00.000,2021-12-19T00:00:00.000,Kembung Perempuan [RAB],647
340743,2021,Jaring insang berlapis,1027800,2,2021-12-20T00:00:00.000,2021-12-21T00:00:00.000,Kembung Perempuan [RAB],571
340744,2021,Jaring insang berlapis,1758600,2,2021-12-20T00:00:00.000,2021-12-21T00:00:00.000,Kembung Perempuan [RAB],977
340761,2021,Jaring insang berlapis,1488600,2,2021-12-21T00:00:00.000,2021-12-22T00:00:00.000,Kembung Perempuan [RAB],827
340780,2021,Jaring insang berlapis,1704600,2,2021-12-22T00:00:00.000,2021-12-23T00:00:00.000,Kembung Perempuan [RAB],947
340803,2021,Jaring insang berlapis,1150200,2,2021-12-23T00:00:00.000,2021-12-24T00:00:00.000,Kembung Perempuan [RAB],639
340804,2021,Jaring insang berlapis,1245600,2,2021-12-23T00:00:00.000,2021-12-24T00:00:00.000,Kembung Perempuan [RAB],692
340840,2021,Jaring insang berlapis,1000800,2,2021-12-24T00:00:00.000,2021-12-25T00:00:00.000,Kembung Perempuan [RAB],556
340842,2021,Jaring insang berlapis,1164600,2,2021-12-24T00:00:00.000,2021-12-25T00:00:00.000,Kembung Perempuan [RAB],647
340879,2021,Jaring insang berlapis,649800,2,2021-12-25T00:00:00.000,2021-12-26T00:00:00.000,Kembung Perempuan [RAB],361
340905,2021,Jaring insang berlapis,730800,2,2021-12-26T00:00:00.000,2021-12-27T00:00:00.000,Kembung Perempuan [RAB],406
340937,2021,Jaring insang berlapis,811800,2,2021-12-27T00:00:00.000,2021-12-28T00:00:00.000,Kembung Perempuan [RAB],451
340940,2021,Jaring insang berlapis,1110600,2,2021-12-27T00:00:00.000,2021-12-28T00:00:00.000,Kembung Perempuan [RAB],617
340964,2021,Jaring insang berlapis,811800,2,2021-12-28T00:00:00.000,2021-12-29T00:00:00.000,Kembung Perempuan [RAB],451
340966,2021,Jaring insang berlapis,892800,2,2021-12-28T00:00:00.000,2021-12-29T00:00:00.000,Kembung Perempuan [RAB],496
340993,2021,Jaring insang berlapis,892800,2,2021-12-29T00:00:00.000,2021-12-30T00:00:00.000,Kembung Perempuan [RAB],496
340996,2021,Jaring insang berlapis,1515600,2,2021-12-29T00:00:00.000,2021-12-30T00:00:00.000,Kembung Perempuan [RAB],842
341067,2021,Jaring insang berlapis,947500,2,2021-01-03T00:00:00.000,2021-01-04T00:00:00.000,Kembung Perempuan [RAB],379
341068,2021,Jaring insang berlapis,1262500,2,2021-01-03T00:00:00.000,2021-01-04T00:00:00.000,Kembung Perempuan [RAB],505
341078,2021,Jaring insang berlapis,800000,2,2021-01-04T00:00:00.000,2021-01-05T00:00:00.000,Kembung Perempuan [RAB],32
341079,2021,Jaring insang berlapis,947500,2,2021-01-04T00:00:00.000,2021-01-05T00:00:00.000,Kembung Perempuan [RAB],379
341110,2021,Jaring insang berlapis,657500,2,2021-01-05T00:00:00.000,2021-01-06T00:00:00.000,Kembung Perempuan [RAB],263
341131,2021,Jaring insang berlapis,1420000,2,2021-01-06T00:00:00.000,2021-01-07T00:00:00.000,Kembung Perempuan [RAB],568
341155,2021,Jaring insang berlapis,435000,2,2021-01-08T00:00:00.000,2021-01-09T00:00:00.000,Kembung Perempuan [RAB],174
341156,2021,Jaring insang berlapis,512500,2,2021-01-08T00:00:00.000,2021-01-09T00:00:00.000,Kembung Perempuan [RAB],205
341168,2021,Jaring insang berlapis,605000,2,2021-01-09T00:00:00.000,2021-01-10T00:00:00.000,Kembung Perempuan [RAB],242
341169,2021,Jaring insang berlapis,605000,2,2021-01-09T00:00:00.000,2021-01-10T00:00:00.000,Kembung Perempuan [RAB],242
341199,2021,Jaring insang berlapis,777500,2,2021-01-10T00:00:00.000,2021-01-11T00:00:00.000,Kembung Perempuan [RAB],311
341200,2021,Jaring insang berlapis,842500,2,2021-01-10T00:00:00.000,2021-01-11T00:00:00.000,Kembung Perempuan [RAB],337
341229,2021,Jaring insang berlapis,632500,2,2021-01-11T00:00:00.000,2021-01-12T00:00:00.000,Kembung Perempuan [RAB],253
341230,2021,Jaring insang berlapis,722500,2,2021-01-11T00:00:00.000,2021-01-12T00:00:00.000,Kembung Perempuan [RAB],289
341262,2021,Jaring insang berlapis,632500,1,2021-01-13T00:00:00.000,2021-01-13T00:00:00.000,Kembung Perempuan [RAB],253
341288,2021,Jaring insang berlapis,262500,2,2021-01-13T00:00:00.000,2021-01-14T00:00:00.000,Kembung Perempuan [RAB],105
341289,2021,Jaring insang berlapis,262500,2,2021-01-13T00:00:00.000,2021-01-14T00:00:00.000,Kembung Perempuan [RAB],105
341311,2021,Jaring insang berlapis,285000,2,2021-01-14T00:00:00.000,2021-01-15T00:00:00.000,Kembung Perempuan [RAB],114
341335,2021,Jaring insang berlapis,587500,2,2021-01-15T00:00:00.000,2021-01-16T00:00:00.000,Kembung Perempuan [RAB],235
341357,2021,Jaring insang berlapis,667500,2,2021-01-16T00:00:00.000,2021-01-17T00:00:00.000,Kembung Perempuan [RAB],267
341394,2021,Jaring insang berlapis,152500,2,2021-01-18T00:00:00.000,2021-01-19T00:00:00.000,Kembung Perempuan [RAB],61
341420,2021,Jaring insang berlapis,435000,2,2021-01-19T00:00:00.000,2021-01-20T00:00:00.000,Kembung Perempuan [RAB],174
341438,2021,Jaring insang berlapis,842000,2,2021-01-20T00:00:00.000,2021-01-21T00:00:00.000,Kembung Perempuan [RAB],421
341455,2021,Jaring insang berlapis,412000,2,2021-01-21T00:00:00.000,2021-01-22T00:00:00.000,Kembung Perempuan [RAB],206
341836,2021,Jaring insang berlapis,758000,1,2021-02-17T00:00:00.000,2021-02-17T00:00:00.000,Kembung Perempuan [RAB],379
341850,2021,Jaring insang berlapis,442000,1,2021-02-18T00:00:00.000,2021-02-18T00:00:00.000,Kembung Perempuan [RAB],221
341876,2021,Jaring insang berlapis,390000,1,2021-02-20T00:00:00.000,2021-02-20T00:00:00.000,Kembung Perempuan [RAB],195
341901,2021,Jaring insang berlapis,435600,1,2021-02-21T00:00:00.000,2021-02-21T00:00:00.000,Kembung Perempuan [RAB],242
341977,2021,Jaring insang berlapis,192000,1,2021-02-24T00:00:00.000,2021-02-24T00:00:00.000,Kembung Perempuan [RAB],96
342009,2021,Jaring insang berlapis,412000,1,2021-02-25T00:00:00.000,2021-02-25T00:00:00.000,Kembung Perempuan [RAB],206
342011,2021,Jaring insang berlapis,448000,1,2021-02-25T00:00:00.000,2021-02-25T00:00:00.000,Kembung Perempuan [RAB],224
342014,2021,Jaring insang berlapis,595800,1,2021-02-25T00:00:00.000,2021-02-25T00:00:00.000,Kembung Perempuan [RAB],331
342039,2021,Jaring insang berlapis,328000,1,2021-02-26T00:00:00.000,2021-02-26T00:00:00.000,Kembung Perempuan [RAB],164
342041,2021,Jaring insang berlapis,473400,1,2021-02-26T00:00:00.000,2021-02-26T00:00:00.000,Kembung Perempuan [RAB],263
342042,2021,Jaring insang berlapis,595800,1,2021-02-26T00:00:00.000,2021-02-26T00:00:00.000,Kembung Perempuan [RAB],331
342070,2021,Jaring insang berlapis,1146200,1,2021-02-27T00:00:00.000,2021-02-27T00:00:00.000,Kembung Perempuan [RAB],521
342211,2021,Jaring insang berlapis,294000,2,2021-03-02T00:00:00.000,2021-03-03T00:00:00.000,Kembung Perempuan [RAB],147
342214,2021,Jaring insang berlapis,548000,2,2021-03-02T00:00:00.000,2021-03-03T00:00:00.000,Kembung Perempuan [RAB],274
342258,2021,Jaring insang berlapis,336000,2,2021-03-03T00:00:00.000,2021-03-04T00:00:00.000,Kembung Perempuan [RAB],168
342340,2021,Jaring insang berlapis,526000,1,2021-03-06T00:00:00.000,2021-03-06T00:00:00.000,Kembung Perempuan [RAB],263
342342,2021,Jaring insang berlapis,736000,3,2021-03-04T00:00:00.000,2021-03-06T00:00:00.000,Kembung Perempuan [RAB],368
342343,2021,Jaring insang berlapis,864000,3,2021-03-04T00:00:00.000,2021-03-06T00:00:00.000,Kembung Perempuan [RAB],432
342731,2021,Jaring insang berlapis,739800,2,2021-03-15T00:00:00.000,2021-03-16T00:00:00.000,Kembung Perempuan [RAB],411
342920,2021,Jaring insang berlapis,455400,2,2021-03-20T00:00:00.000,2021-03-21T00:00:00.000,Kembung Perempuan [RAB],253
342922,2021,Jaring insang berlapis,777600,2,2021-03-20T00:00:00.000,2021-03-21T00:00:00.000,Kembung Perempuan [RAB],432
342959,2021,Jaring insang berlapis,464400,2,2021-03-21T00:00:00.000,2021-03-22T00:00:00.000,Kembung Perempuan [RAB],258
342961,2021,Jaring insang berlapis,833400,2,2021-03-21T00:00:00.000,2021-03-22T00:00:00.000,Kembung Perempuan [RAB],463
343002,2021,Jaring insang berlapis,322200,2,2021-03-22T00:00:00.000,2021-03-23T00:00:00.000,Kembung Perempuan [RAB],179
343005,2021,Jaring insang berlapis,624600,2,2021-03-22T00:00:00.000,2021-03-23T00:00:00.000,Kembung Perempuan [RAB],347
343007,2021,Jaring insang berlapis,984600,2,2021-03-22T00:00:00.000,2021-03-23T00:00:00.000,Kembung Perempuan [RAB],547
343046,2021,Jaring insang berlapis,545400,2,2021-03-23T00:00:00.000,2021-03-24T00:00:00.000,Kembung Perempuan [RAB],303
343047,2021,Jaring insang berlapis,606600,2,2021-03-23T00:00:00.000,2021-03-24T00:00:00.000,Kembung Perempuan [RAB],337
343050,2021,Jaring insang berlapis,662400,2,2021-03-23T00:00:00.000,2021-03-24T00:00:00.000,Kembung Perempuan [RAB],368
343095,2021,Jaring insang berlapis,435600,2,2021-03-24T00:00:00.000,2021-03-25T00:00:00.000,Kembung Perempuan [RAB],242
343096,2021,Jaring insang berlapis,464400,2,2021-03-24T00:00:00.000,2021-03-25T00:00:00.000,Kembung Perempuan [RAB],258
343098,2021,Jaring insang berlapis,833400,2,2021-03-24T00:00:00.000,2021-03-25T00:00:00.000,Kembung Perempuan [RAB],463
343116,2021,Jaring insang berlapis,322200,2,2021-03-25T00:00:00.000,2021-03-26T00:00:00.000,Kembung Perempuan [RAB],179
343153,2021,Jaring insang berlapis,928800,3,2021-03-25T00:00:00.000,2021-03-27T00:00:00.000,Kembung Perempuan [RAB],516
343154,2021,Jaring insang berlapis,1193400,3,2021-03-25T00:00:00.000,2021-03-27T00:00:00.000,Kembung Perempuan [RAB],663
343181,2021,Jaring insang berlapis,1175400,3,2021-03-26T00:00:00.000,2021-03-28T00:00:00.000,Kembung Perempuan [RAB],653
343217,2021,Jaring insang berlapis,2464000,2,2021-03-28T00:00:00.000,2021-03-29T00:00:00.000,Kembung Perempuan [RAB],1232
343218,2021,Jaring insang berlapis,5810000,2,2021-03-28T00:00:00.000,2021-03-29T00:00:00.000,Kembung Perempuan [RAB],2905
343219,2021,Jaring insang berlapis,6252000,2,2021-03-28T00:00:00.000,2021-03-29T00:00:00.000,Kembung Perempuan [RAB],3126
343248,2021,Jaring insang berlapis,1192000,2,2021-03-29T00:00:00.000,2021-03-30T00:00:00.000,Kembung Perempuan [RAB],596
343249,2021,Jaring insang berlapis,1536000,2,2021-03-29T00:00:00.000,2021-03-30T00:00:00.000,Kembung Perempuan [RAB],768
343251,2021,Jaring insang berlapis,2000000,2,2021-03-29T00:00:00.000,2021-03-30T00:00:00.000,Kembung Perempuan [RAB],100
343294,2021,Jaring insang berlapis,1264000,3,2021-03-29T00:00:00.000,2021-03-31T00:00:00.000,Kembung Perempuan [RAB],632
343295,2021,Jaring insang berlapis,1842000,2,2021-03-30T00:00:00.000,2021-03-31T00:00:00.000,Kembung Perempuan [RAB],921
343296,2021,Jaring insang berlapis,2000000,3,2021-03-29T00:00:00.000,2021-03-31T00:00:00.000,Kembung Perempuan [RAB],100
343334,2021,Jaring insang berlapis,4000000,2,2021-04-01T00:00:00.000,2021-04-02T00:00:00.000,Kembung Perempuan [RAB],200
343335,2021,Jaring insang berlapis,4548000,2,2021-04-01T00:00:00.000,2021-04-02T00:00:00.000,Kembung Perempuan [RAB],2274
343359,2021,Jaring insang berlapis,1175400,2,2021-05-02T00:00:00.000,2021-05-03T00:00:00.000,Kembung Perempuan [RAB],653
343360,2021,Jaring insang berlapis,1306800,2,2021-05-02T00:00:00.000,2021-05-03T00:00:00.000,Kembung Perempuan [RAB],726
343361,2021,Jaring insang berlapis,1535400,2,2021-05-02T00:00:00.000,2021-05-03T00:00:00.000,Kembung Perempuan [RAB],853
343362,2021,Jaring insang berlapis,2822000,2,2021-04-02T00:00:00.000,2021-04-03T00:00:00.000,Kembung Perempuan [RAB],1411
343363,2021,Jaring insang berlapis,3200000,2,2021-04-02T00:00:00.000,2021-04-03T00:00:00.000,Kembung Perempuan [RAB],160
343364,2021,Jaring insang berlapis,3474000,2,2021-04-02T00:00:00.000,2021-04-03T00:00:00.000,Kembung Perempuan [RAB],1737
343391,2021,Jaring insang berlapis,2122200,2,2021-04-03T00:00:00.000,2021-04-04T00:00:00.000,Kembung Perempuan [RAB],1179
343392,2021,Jaring insang berlapis,2691000,2,2021-04-03T00:00:00.000,2021-04-04T00:00:00.000,Kembung Perempuan [RAB],1495
343596,2021,Bagan tancap,35700,2,2021-04-11T00:00:00.000,2021-04-12T00:00:00.000,Kembung Perempuan [RAB],21
343635,2021,Jaring insang berlapis,624600,2,2021-04-13T00:00:00.000,2021-04-14T00:00:00.000,Kembung Perempuan [RAB],347
343735,2021,Bagan tancap,48600,2,2021-04-18T00:00:00.000,2021-04-19T00:00:00.000,Kembung Perempuan [RAB],27
343888,2021,Jaring insang berlapis,624600,2,2021-04-23T00:00:00.000,2021-04-24T00:00:00.000,Kembung Perempuan [RAB],347
344087,2021,Jaring insang berlapis,1800000,2,2021-04-30T00:00:00.000,2021-05-01T00:00:00.000,Kembung Perempuan [RAB],100
344089,2021,Jaring insang berlapis,1875600,2,2021-04-30T00:00:00.000,2021-05-01T00:00:00.000,Kembung Perempuan [RAB],1042
344090,2021,Jaring insang berlapis,2424600,2,2021-04-30T00:00:00.000,2021-05-01T00:00:00.000,Kembung Perempuan [RAB],1347
344126,2021,Jaring insang berlapis,1382400,2,2021-05-01T00:00:00.000,2021-05-02T00:00:00.000,Kembung Perempuan [RAB],768
344128,2021,Jaring insang berlapis,2368800,2,2021-05-01T00:00:00.000,2021-05-02T00:00:00.000,Kembung Perempuan [RAB],1316
344129,2021,Jaring insang berlapis,3173400,2,2021-05-01T00:00:00.000,2021-05-02T00:00:00.000,Kembung Perempuan [RAB],1763
344194,2021,Jaring insang berlapis,1297800,2,2021-05-03T00:00:00.000,2021-05-04T00:00:00.000,Kembung Perempuan [RAB],721
344198,2021,Jaring insang berlapis,2160000,2,2021-05-03T00:00:00.000,2021-05-04T00:00:00.000,Kembung Perempuan [RAB],120
344239,2021,Bagan tancap,88200,2,2021-05-04T00:00:00.000,2021-05-05T00:00:00.000,Kembung Perempuan [RAB],63
344253,2021,Jaring insang berlapis,984600,2,2021-05-04T00:00:00.000,2021-05-05T00:00:00.000,Kembung Perempuan [RAB],547
344280,2021,Bagan tancap,68600,2,2021-05-05T00:00:00.000,2021-05-06T00:00:00.000,Kembung Perempuan [RAB],49
344295,2021,Jaring insang berlapis,891000,2,2021-05-05T00:00:00.000,2021-05-06T00:00:00.000,Kembung Perempuan [RAB],495
344311,2021,Bagan tancap,124600,2,2021-05-06T00:00:00.000,2021-05-07T00:00:00.000,Kembung Perempuan [RAB],89
344364,2021,Bagan tancap,198800,2,2021-05-07T00:00:00.000,2021-05-08T00:00:00.000,Kembung Perempuan [RAB],142
344376,2021,Jaring insang berlapis,891000,2,2021-05-07T00:00:00.000,2021-05-08T00:00:00.000,Kembung Perempuan [RAB],495
344410,2021,Bagan tancap,147000,2,2021-05-08T00:00:00.000,2021-05-09T00:00:00.000,Kembung Perempuan [RAB],105
344420,2021,Jaring insang berlapis,662400,2,2021-05-08T00:00:00.000,2021-05-09T00:00:00.000,Kembung Perempuan [RAB],368
344442,2021,Jaring insang berlapis,1251000,2,2021-05-09T00:00:00.000,2021-05-10T00:00:00.000,Kembung Perempuan [RAB],695
344467,2021,Jaring insang berlapis,815400,2,2021-05-15T00:00:00.000,2021-05-16T00:00:00.000,Kembung Perempuan [RAB],453
344535,2021,Jaring insang berlapis,864000,2,2021-05-17T00:00:00.000,2021-05-18T00:00:00.000,Kembung Perempuan [RAB],432
344536,2021,Jaring insang berlapis,926000,2,2021-05-17T00:00:00.000,2021-05-18T00:00:00.000,Kembung Perempuan [RAB],463
344575,2021,Jaring insang berlapis,864000,2,2021-05-18T00:00:00.000,2021-05-19T00:00:00.000,Kembung Perempuan [RAB],432
344616,2021,Jaring insang berlapis,590000,2,2021-05-19T00:00:00.000,2021-05-20T00:00:00.000,Kembung Perempuan [RAB],295
344639,2021,Jaring insang berlapis,1117800,2,2021-05-20T00:00:00.000,2021-05-21T00:00:00.000,Kembung Perempuan [RAB],621
344641,2021,Jaring insang berlapis,1648800,2,2021-05-20T00:00:00.000,2021-05-21T00:00:00.000,Kembung Perempuan [RAB],916
344670,2021,Jaring insang berlapis,1780200,2,2021-05-21T00:00:00.000,2021-05-22T00:00:00.000,Kembung Perempuan [RAB],989
344671,2021,Jaring insang berlapis,1857600,2,2021-05-21T00:00:00.000,2021-05-22T00:00:00.000,Kembung Perempuan [RAB],1032
344709,2021,Jaring insang berlapis,919800,2,2021-05-22T00:00:00.000,2021-05-23T00:00:00.000,Kembung Perempuan [RAB],511
344710,2021,Jaring insang berlapis,1184400,2,2021-05-22T00:00:00.000,2021-05-23T00:00:00.000,Kembung Perempuan [RAB],658
344774,2021,Jaring insang berlapis,975600,2,2021-05-23T00:00:00.000,2021-05-24T00:00:00.000,Kembung Perempuan [RAB],542
344829,2021,Jaring insang berlapis,928800,2,2021-05-24T00:00:00.000,2021-05-25T00:00:00.000,Kembung Perempuan [RAB],516
344868,2021,Jaring insang berlapis,720000,2,2021-05-25T00:00:00.000,2021-05-26T00:00:00.000,Kembung Perempuan [RAB],40
344871,2021,Jaring insang berlapis,1060200,2,2021-05-25T00:00:00.000,2021-05-26T00:00:00.000,Kembung Perempuan [RAB],589
344910,2021,Jaring insang berlapis,662400,2,2021-05-26T00:00:00.000,2021-05-27T00:00:00.000,Kembung Perempuan [RAB],368
344911,2021,Jaring insang berlapis,815400,2,2021-05-26T00:00:00.000,2021-05-27T00:00:00.000,Kembung Perempuan [RAB],453
344954,2021,Jaring insang berlapis,682200,2,2021-05-27T00:00:00.000,2021-05-28T00:00:00.000,Kembung Perempuan [RAB],379
345015,2021,Jaring insang berlapis,1099800,2,2021-05-28T00:00:00.000,2021-05-29T00:00:00.000,Kembung Perempuan [RAB],611
345053,2021,Jaring insang berlapis,586800,2,2021-05-29T00:00:00.000,2021-05-30T00:00:00.000,Kembung Perempuan [RAB],326
345106,2021,Jaring insang berlapis,711000,2,2021-05-30T00:00:00.000,2021-05-31T00:00:00.000,Kembung Perempuan [RAB],395
345109,2021,Jaring insang berlapis,957600,2,2021-05-30T00:00:00.000,2021-05-31T00:00:00.000,Kembung Perempuan [RAB],532
345159,2021,Jaring insang berlapis,484200,2,2021-05-31T00:00:00.000,2021-06-01T00:00:00.000,Kembung Perempuan [RAB],269
345160,2021,Jaring insang berlapis,586800,2,2021-05-31T00:00:00.000,2021-06-01T00:00:00.000,Kembung Perempuan [RAB],326
345191,2021,Jaring insang berlapis,264600,2,2021-06-01T00:00:00.000,2021-06-02T00:00:00.000,Kembung Perempuan [RAB],147
345193,2021,Jaring insang berlapis,340200,2,2021-06-01T00:00:00.000,2021-06-02T00:00:00.000,Kembung Perempuan [RAB],189
345245,2021,Jaring insang berlapis,369000,2,2021-06-02T00:00:00.000,2021-06-03T00:00:00.000,Kembung Perempuan [RAB],205
345246,2021,Jaring insang berlapis,406800,2,2021-06-02T00:00:00.000,2021-06-03T00:00:00.000,Kembung Perempuan [RAB],226
345289,2021,Jaring insang berlapis,444600,2,2021-06-03T00:00:00.000,2021-06-04T00:00:00.000,Kembung Perempuan [RAB],247
345342,2021,Jaring insang berlapis,682200,2,2021-06-04T00:00:00.000,2021-06-05T00:00:00.000,Kembung Perempuan [RAB],379
345394,2021,Jaring insang berlapis,984600,2,2021-06-05T00:00:00.000,2021-06-06T00:00:00.000,Kembung Perempuan [RAB],547
345434,2021,Jaring insang berlapis,493200,2,2021-06-06T00:00:00.000,2021-06-07T00:00:00.000,Kembung Perempuan [RAB],274
345494,2021,Jaring insang berlapis,426600,2,2021-06-07T00:00:00.000,2021-06-08T00:00:00.000,Kembung Perempuan [RAB],237
345496,2021,Jaring insang berlapis,651600,2,2021-06-07T00:00:00.000,2021-06-08T00:00:00.000,Kembung Perempuan [RAB],362
345554,2021,Jaring insang berlapis,891000,2,2021-06-08T00:00:00.000,2021-06-09T00:00:00.000,Kembung Perempuan [RAB],495
345555,2021,Jaring insang berlapis,891000,2,2021-06-08T00:00:00.000,2021-06-09T00:00:00.000,Kembung Perempuan [RAB],495
345593,2021,Jaring insang berlapis,720000,2,2021-06-09T00:00:00.000,2021-06-10T00:00:00.000,Kembung Perempuan [RAB],40
